rank,address,city,zip,num_npis,total_paid,total_claims,num_unique_codes,num_auth_officials,same_auth_flag,entity_names,auth_officials
966,463 WORCESTER RD,FRAMINGHAM,017015356,9,922321.94,24087,26,7,,"C & Z DENTAL P.C. | SHIHMING TANG | SHAM TANG AND TAM PC dba <UNAVAIL> | NEUROLOGICAL SERVICES, P.C. | TRACY HAIRSTON | NEW ENGLAND FAMILY HEALTH, LLC | ACADIA BEHAVIORAL HEALTH ASSOCIATES | METRO EYE DOCS, LLC | METROWEST COUNSELING ASSOCIATES",YI ZHZNG | MILLIE SANTIAGO | JOHN TAM | KAREN FREEMAN | DAVID KLEGON | HARVEEN SINGH | KAREN TORTI
967,286 WASHINGTON ST,STOUGHTON,020721763,3,920009.96,18296,17,1,YES,CARECENTRAL URGENT CARE MEDICAL GROUP PC dba <UNAVAIL> | CARECENTRAL URGENT CARE MEDICAL GROUP PC dba <UNAVAIL> | AMANDA WALSH,RENEE WILSON
968,2 ESSEX CENTER DR,PEABODY,019602926,20,915920.20,10363,25,1,YES,"JAMES LOMBARDO | JASMIN BHATHENA | JOANN GANIM | ROBERT KRACHMAN | ALICE O'LEARY | JAMES BROWN | JEANNE ENNEGUESS | BRIDGET DOHERTY | SARAH GATES | MARK RAIZIN | MARY REYNOLDS | DANIEL RANDALL | SUSAN MILLET | JOHN MALOLEPSZY | KARA CHISHOLM | ATRIUS HEALTH, INC. dba <UNAVAIL> | AMY FRANCIS | MRIDUL KONTAMWAR | TIMOTHY KARTHAS | EMILY HOLDEN",STEVE STRONGWATER
969,345 MAIN ST,TEWKSBURY,018761745,2,911753.99,17746,16,1,YES,"CAREWELL URGENT CARE CENTERS OF MA, P.C dba <UNAVAIL> | JEFFREY BROWN",MARCUS HAMPERS
970,1208B VFW PKWY STE 201,BOSTON,021324350,2,911540.94,30800,3,1,YES,SUNYOUNG LEE | SUN WELLNESS ACUPUNCTURE PC,SUNYOUNG LEE
971,110 MAPLE ST,SPRINGFIELD,011051864,10,905619.85,10076,9,0,,LYNN ABRAHAM | JENNIFER BARTLETT | CAROLYN LACARESSE | PAMELA KRZYZEK | NEYDA MORELL-GIBOYEAUX | ELLA SUSSMAN | MELISSA HECKMAN | HILLARY LEEDY | HEATHER FLOYD-HAUPT | IVAN SANTIAGO,
972,635 ALBANY ST,BOSTON,021180001,3,904096.88,19098,40,0,,ARMANDO RIVERA | LIHSIN WU | NADER SAAD,
973,101 MERRIMAC ST,BOSTON,021144724,2,902286.66,3423,13,1,YES,"AARON HOFFMAN | JOHN L. NILES MD, PLLC",JOHN NILES
974,505 NASHUA RD,DRACUT,018261929,6,901847.83,31921,58,3,,"NASIM GHAFFAR | CARLOS DEL RIO | ALENA ASHENBERG M.D. PEDIATRICS, L.L.C. | ALENA ASHENBERG | CARLOS A DEL RIO PC | AMERIDENT DENTAL PC",ALENA ASHENBERG | CARLOS DEL RIO | ABBOUD MALLOUH
975,83 HOSPITAL RD,BALDWINVILLE,014361215,2,901096.40,2214,4,1,YES,PATRICE MARTIN | CLEARBROOK TREATMENT CENTER MASSACHUSETTS LLC,JOHN SORY
976,291 INDEPENDENCE DR,CHESTNUT HILL,024673628,16,900831.67,10015,23,1,YES,"VANDHANA SHARDA | KATIE DALEY | ELIZABETH DUPUIS | JIANJUN WU | CATHERINE DEVINE | HAROLD GREENSPAN | MANDEEP SAUND | RENEE MCKINNEY | PHILIP CIAMPA | SHIRA BROWN | ATRIUS HEALTH, INC. dba <UNAVAIL> | TOBIN ABRAHAM | ELIZABETH STANKIEWICZ | LINDSAY JOHNSON | DANBI CHOI | ERIKA EL MADI",STEVE STRONGWATER
977,150 LOWER WESTFIELD RD STE 1,HOLYOKE,010402676,3,899529.95,21242,29,0,,JODI RIPKA | MARGARET ROUNDS | ERICA KATES,
978,464 MAIN ST,AGAWAM,01001,3,898006.50,23509,9,3,,GENESIS ELDERCARE PHYSICIAN SERVICES LLC | 464 MAIN STREET OPERATIONS LLC dba <UNAVAIL> | AGAWAM EAST REHAB AND NURSING LLC,BENJAMIN FRIEDMAN | MICHAEL BERG | ERIC SHAPIRO
979,1575 CAMBRIDGE ST,CAMBRIDGE,021384308,4,896737.13,17285,8,3,,"SPAULDING REHABILITATION HOSPITAL CORPORATION dba <UNAVAIL> | MAYA BERDZENISHVILI | SPAULDING HOSPITAL-CAMBRIDGE, INC. dba <UNAVAIL> | MASS GENERAL BRIGHAM HOME CARE, INC. dba <UNAVAIL>",CLAUDIA REED | WILLIAM DOYLE | SHAWN MILES
980,373 PARK ST,WEST SPRINGFIELD,010893304,4,894431.02,25564,23,0,,ELINOR KELLIHER | TRACEY BROWNING | ALBERT CALLAHAN | JAIME COHEN,
981,50 ROWE ST,MELROSE,021763201,7,887079.79,32888,12,3,,"JOSEE LAPLANTE | DAVID CRISS | MELROSE INTERNAL MEDICINE ASSOC PC | CARL TURISSINI | MELROSE SURGICAL ASSOCIATES, PC | MIDDLESEX CARDIOLOGY ASSOC | ERICA BROOKS",CLAIRE SHERNOFF | SUSAN WAYSTACK | SANDRA CRISS
982,281 CAMBRIDGE ST,BURLINGTON,018032543,4,885808.67,34050,26,4,,"RICHARD G. RUBEN, M.D. dba <UNAVAIL> | JMH PODIATRY PLLC | SEUNGHAN DEREK SONG, DMD, PC | SOLID DIAGNOSTICS, INC.",RICHARD RUBEN | JOHN HURCHIK | RITA AUSIEJUS | SEUNGHAN SONG
983,133 OLD RD TO NINE ACRE CORNER,CONCORD,01742,3,884808.84,23177,29,2,,"EMERSON PATHOLOGY ASSOCIATES, INC. | RUPENKUMAR AMIN | EMERSON PRACTICE ASSOCIATES, INC.",RICHARD GELLER | SCOTT KOSOWICZ
984,59 COOLIDGE HILL RD,WATERTOWN,024722816,3,877832.48,29553,22,3,,"WATERTOWN HEALTH CENTER, LLC dba <UNAVAIL> | VERO HEALTH XIV, LLC dba <UNAVAIL> | WATERTOWN REHABILITATION AND NURSING CENTER LLC",AKIVA HOROWITZ | EAMONN REILLY | AVI LIPSHUTZ
985,545 UNION AVE,FRAMINGHAM,017025819,3,877675.03,34208,11,1,YES,"PHUONG TRINH | TPB ENTERPRISES, INC dba <UNAVAIL> | TRUNG BUI",TRUNG BUI
986,150 MARKET ST,LYNN,019011529,4,876219.75,5466,8,1,YES,ROBERT PAGE | AMADO HERNANDEZ | JANINE DALEY | CENTRAL SQUARE THERAPY ASSOCIATES L.L.P.,ROBERT PAGE
987,10 MAIN ST,FLORENCE,010623158,4,875746.48,14999,14,2,,"HAMPSHIRE GASTROENTEROLOGY ASSOCIATES, LLC | CATHLEEN O'CONNELL | LAKESHA WILLIAMS | TRANSHEALTH, INC.",BELINDA DIPILLO | CELIA OVERBY
988,400 W CUMMINGS PARK,WOBURN,018016519,5,871635.63,7163,7,3,,"PILGRIM MEDICAL ASSOCIATES, P.C. | THOMAS STINSON | IAM ORTHOTICS & PROSTHETICS, INC. | DAVID SPITALERE | AMERICA HOME CARE CENTER",FRANCES IGIEBOR | ROBERT DRILLIO | THOMAS STINSON
989,120 STAFFORD ST,WORCESTER,016031457,4,868360.27,42066,13,2,,"ACCLAIM HOME HEALTH CARE, INC | MARK SCOTT | GRACE MBUYA | MIND HEALING & WELLNESS CENTER dba <UNAVAIL>",CHIZOMA NOSIKE | GRACE MBUYA
990,1765 CENTRE ST,WEST ROXBURY,021321535,2,865538.55,18831,12,1,YES,"ZHALEH J. HAMI,DMD&BAHRAM GHASSEMI TARY,D.M.D.,P.C. dba <UNAVAIL> | AZIN TARIFARD",ZHALEH HAMI
991,711 W CENTER ST,WEST BRIDGEWATER,023791542,2,865127.99,25102,27,1,YES,"JOHN TERZIAN | BRIDGEWATER PRIMARY CARE AND CARDIOLOGY, LLC",JOHN TERZIAN
992,146 FEDERAL ST,GREENFIELD,013012511,3,864252.62,34332,33,1,YES,"HAMPDEN & FRANKLIN COUNTY CARDIOVASCULAR ASSOCIATES, PC | NITIN BHATNAGAR | MOHAMMAD KASHEF",JAMES ARCOLEO
993,382 STATE RD,N DARTMOUTH,027474302,2,861628.77,26298,10,1,YES,"JOHN MAGALHAES | JOHN MAGALHAES AND ASSOCIATES, INC.",JOHN MAGALHAES
994,31 HALL DR,AMHERST,010022751,10,861113.72,25208,32,2,,"JAMES HICKMAN | SUSAN WANG | JENNIFER ROCHE | BRIDGETTE SACCO-LAURENS | AMHERST PEDIATRICS, LLP | BARRY KRIMSKY | VALLEY MEDICAL GROUP, P.C. dba <UNAVAIL> | MARTA RODRIGUEZ | YIHONG CAI | ERICA MADARA",JOEL FEINMAN | EMLEN JONES
995,190 GROTON RD,AYER,014321124,7,858033.55,25518,35,6,,"LOTUS MED LLC | GISELA VELEZ | VALLEY EYE PHYSICIANS AND SURGEONS, P.C. | PAUL P. HARASIMOWICZ,III,M.D.,P.C. | GISELA VELEZ, M.D., LLC | MICHAEL J. OLDER, MD PC | CHRISTA L. MAXANT, INC.",PAUL HARASIMOWICZ | GISELA V ELEZ | ASHA NAIDU | CHRISTA MAXANT | MICHAEL OLDER | STEVEN BRUSIE
996,25 E NILSSON ST,BROCKTON,023016604,2,852208.09,783,1,2,,"LUTHERAN SOCIAL SERVICES OF NEW ENGLAND | CONNEMARA SENIOR LIVING AT CAMPELLO CROSSING, INC.",JOHN BURKE | EDITH LOHR
997,29 PINE ST,SOUTHBRIDGE,015501823,11,851004.09,10388,8,0,,CHRISTINA BEESLEY | BONNIE GAUMOND | JOHN DIGGINS | HEATHER LAWRENCE | ANNE ASHE | CAROL ELIADI | CANDICE SYRIAC | SARA KOSMIDER | TATIANA TOWLE | PAUL GAUNYA | AGATA MENARD,
998,565 TURNPIKE ST STE 85,NORTH ANDOVER,018455936,2,846983.99,15452,18,1,YES,INCARE LLC | INCARE LAWRENCE PLLC,ESSAM ANSARI
999,486 CHESTNUT ST,GARDNER,014403011,2,846051.80,9488,1,0,,TROY LEBLANC | KRISTEN LUNDEN,
1000,95 CHAPEL ST,NORWOOD,020623155,5,844697.27,27441,29,3,,"MEDICAL EYE CARE ASSOCIATES, P.C. | ABDULFATAH ELSHAAR | MEDICAL ASSOCIATES OF NEW ENGLAND | SAVITHA GOWDA | SAVITHA GOWDA M.D. P.C. dba <UNAVAIL>",ABDULFATAH ELSHAAR | SAVITHA GOWDA | GEORGE VIOLIN
1001,54 BILLINGS ROAD,QUINCY,02171,3,842110.66,22998,73,1,YES,ANNE LENNON | COMMUNITY PEDIATRICS PC | LILY LUO,ANNE LENNON
1002,971 MAIN STREET,LANCASTER,01523,3,841473.07,10806,8,1,YES,ROBERT F KENNEDY COMMUNITY ALLIANCE dba <UNAVAIL> | ALLISON GALBRAITH | AMANDA LEVITAN,MICHAEL AMES
1003,7 TECHNOLOGY DR STE 102,NORTH CHELMSFORD,018632441,4,839757.02,9923,4,1,YES,HENRY KAGGWA | JONATHAN RICHARD | ASSURED HOPE COMMUNITY HEALTH LLC | JULIET KYOTOWADDE,GEORGE MUGERWA
1004,126 PRESIDENT AVE,FALL RIVER,027202649,3,839580.07,8651,3,2,,ROXANNE MARTINS | COMPASSIONATE COUNSELING COMPANY | FREEING MINDS,JULIA NEPINI | TREVOR CALCULATOR
1005,725 ALBANY ST,BOSTON,021182526,18,838100.80,16959,43,2,,LYNNE GOLDBERG | KAREN HENLEY | DAVID NUNES | JONATHAN PINCUS | ANTON SHCHERBINA | ELIZABETH STEVENSON | DIVYA REDDY | JODY LITRENTA | HYE CHUNG | MIREN GUENECHEA-SOLA | LEO LIU | JEAN MCGEE | BOSTON MEDICAL CENTER CORPORATION | TRUSTEES OF BOSTON UNIVERSITY dba <UNAVAIL> | KATHERINE ZEITLER | MICHELE MCMURRAY | HELEN MU | DANE RUCKER,ANTHONY HOLLENBERG | JEFFREY HUTTER
1006,4 MEETING HOUSE ROAD,CHELMSFORD,01824,3,836136.38,27580,43,3,,"DIGESTIVE HEALTH SPECIALISTS, P.C. | MARK G GILCHRIST, MD, LLC | DG PHYSICAL THERAPY PC",MARK GILCHRIST | ALAN OLIVER | JOHN DUGGAN
1007,57 CITY HALL AVE,GARDNER,014402614,5,832946.40,22993,14,1,YES,"JENNIFER RYAN | MATTHEW ENOS | GARDNER FAMILY MEDICINE, INC. | CAROL FURNARI | ERIK WISNIEWSKI",JENNIFER RYAN
1008,3500 MAIN ST STE 101,SPRINGFIELD,011071150,2,831479.14,9901,22,1,YES,"ORTHOTICS & PROSTHETICS LABORATORIES, INC | ORTHOTICS & PROSTHETICS LABORATORIES, INC.",JAMES HAAS
1009,191 BROADWAY,METHUEN,018443837,2,831328.55,67804,33,1,YES,"METHUEN PODIATRY ASSOCIATES LLP | METHUEN PODIATRY ASSOCIATES, LLC",MARC KLEIN
1010,62 WARREN ST,ROXBURY,021193253,2,829797.75,37228,5,1,YES,"ATLANTIS PHYSICAL THERAPY GROUP,INC, | MOHIT KAUSHIK",MOHIT KAUSHIK
1011,14 COCHITUATE RD,FRAMINGHAM,017017915,2,826277.44,6250,11,1,YES,"SHIELDS MRI OF FRAMINGHAM, LLC | PET-CT SERVICES BY TUFTS MEDICAL CENTER AND SHIELDS LLC dba <UNAVAIL>",KRISTEN DELMORE
1012,100 CHARLTON RD,STURBRIDGE,015661505,2,824142.78,34701,15,1,YES,WAL-MART STORES EAST LP dba <UNAVAIL> | LIEN-THU DAO,SARAH LITTLE
1013,57 RIVER RD,ANDOVER,018101144,3,818598.90,7011,16,3,,"GREATER LAWRENCE TECHNICAL HIGH SCHOOL | MERRIMACK VALLEY NUTRITION PROJECT dba <UNAVAIL> | GREATER LAWRENCE FAMILY HEALTH CENTER, INC.",JUDY DELUCIA | KARIN BERNARD | WILLIAM CUTLER
1014,415 EAST STREET,CHICOPEE,01020,2,815313.22,12505,20,1,YES,CHICOPEE DENTAL INC dba <UNAVAIL> | HEAJEON SHIN,SUNIT JAIN
1015,109-6 MASONIC HOME RD,CHARLTON,015070194,3,798977.05,22418,9,2,,DAVID SNOWDON | CHARLTON OPTICAL | RENEE M GOMEZ-CHLEBICA OD LLC,RENEE GOMEZ CHLEBICA | PETER MALY
1016,1 JOSLIN PL,BOSTON,022155306,9,794937.32,56266,63,1,YES,RAMONA DVORAK | ROBERT GABBAY | JOSLIN CLINIC INC | SHANTI SERDY | ELIZABETH HALPRIN | ELIZABETH BASHOFF | MARIA KOEN | KA HEI KAREN LAU | CATERINA MORGERA,SANJEEV MEHTA
1017,90 GLACIER DR,WESTWOOD,020901818,2,793626.52,51771,32,1,YES,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC. dba <UNAVAIL> | FRESENIUS MEDICAL CARE WESTWOOD, LLC dba <UNAVAIL>",BARRY BLANTON
1018,404 HUTTLESTON AVE,FAIRHAVEN,027195630,6,792223.60,26593,32,1,YES,"VANDA BLINN | SABA SHAMOON-MICHAUD | LILY KHOURY | CYNTHIA FOX | MATTHEW SHURTLEFF | MARION PEDIATRICS, P.C.",STEPHANIE CHURCH
1019,57 SUFFOLK ST,HOLYOKE,010405015,2,790625.56,50890,5,1,YES,CITY OF HOLYOKE dba <UNAVAIL> | TERESITA GUERRA,PATRICIA CAVANAUGH
1020,3 WOODLAND RD,STONEHAM,021801702,14,786143.07,47460,51,5,,"KHETHER RABY | KANTA NAGPAUL | NORTH SUBURBAN CARDIOLOGY ASSOCIATES P.C. | AFFILIATES IN FOOT CARE, PC | CURTIS BOWMAN | ROBERT PASTAN | ANIL KUMAR | MYSTIC VALLEY UROLOGICAL ASSOCIATES INC. | NORTHEAST AMBULATORY CENTER INC | ADVANCED PAIN MANAGEMENT INC | CLEAR VISION EYE CENTER,INC | AUDRA BAKE | MEGAN WHELTON | ZHIYU ZHANG",ANIL KUMAR | NILESH SHETH | PATRICIA FRANCIS | PETER PAICOS | MARJIE HALUSKA
1021,90 NEW STATE HWY,RAYNHAM,027671433,2,782692.89,6025,7,1,YES,"BOSTON UNIVERSITY EYE ASSOCIATES, INC. dba <UNAVAIL> | PATRICK WEINTRAUB",STEPHEN CHRISTIANSEN
1022,1069 CENTRAL ST,LEOMINSTER,014534805,4,778584.45,11965,8,1,YES,"FRANK VARGO | RAMTEEN REZAI | TAK MEDICAL GROUP, P.C. | BEATRICE BOHAM",PAYAM AGHASSI
1023,152 NORTH ST,PITTSFIELD,012015149,2,776101.86,9043,2,1,YES,ALTON NICHOLS | ROBERT J. BOYLSTON INC.,ROBERT BOYLSTON
1024,3550 MAIN ST,SPRINGFIELD,011071089,3,769929.89,8157,15,2,,"DEVON FOULKS | PIONEER VALLEY SURGICENTER LLC dba <UNAVAIL> | VALLEY WOMEN'S HEALTH GROUP, LLC",KAREN KOZIARA | JEFFREY SNODGRASS
1025,120 MAPLE ST,SPRINGFIELD,011032203,3,768899.32,6870,6,0,,EUNICE AVILES FARIA | GLENN PITTSINGER | LUIS LOPEZ-OVIEDO,
1026,200 UNICORN PARK DR,WOBURN,01801,8,768898.15,16103,25,3,,"EXCEL ORTHOPEDIC SPECIALISTS INC | JOSEPH CZARNECKI | NORTH SHORE RADIOLOGICAL ASSOCIATES, INC. | DAVID ALESSANDRO | MICHAEL FEHM | PETER YEH | WINCHESTER HOSPITAL - SHIELDS MRI LLC | AMANDA BERG",KRISTEN DELMORE | SUZANNE MATTHEWS | DAVID ALESSANDRO
1027,127 HARVARD AVE,ALLSTON,021342702,2,768887.90,19784,15,2,,ALLSTON FAMILY DENTAL | SPRINGFIELD FAMILY DENTAL PC,RAYMOND RUDDY | JOSEPH CASEY
1028,90 CANAL ST STE 400,BOSTON,021142022,2,767795.47,3620,6,1,YES,"GOLDEN STEPS ABA MA, LLC | TAMMY BRONSTEIN",YISROEL WOLMARK
1029,55 DEER PARK DR,EAST LONGMEADOW,010283198,3,763479.35,4346,3,1,YES,"EMBRACING THE CREATIVE CHILD, LLC | ROY CURRIE | SEAN SHIMANSKY",SARAH GALE
1030,3 WASHINGTON ST STE 220,NORTH EASTON,023561034,2,757360.68,22335,29,1,YES,GEOFFREY GILSON | TRINITY FAMILY MEDICINE,GEOFFREY GILSON
1031,25 OLD WESTPORT RD,NORTH DARTMOUTH,027472513,2,756287.21,10321,6,0,,PEARL BACDAYAN | CARLA-MARIE NIRO,
1032,1359 HANCOCK ST,QUINCY,021695108,2,753521.94,8598,5,2,,TONN CAO AND ASSOCIATES | LUMEN CHRISTI HEALTH CARE INC,MIRBLE FORETIA | TONN CAO
1033,61 LINCOLN ST,FRAMINGHAM,017028264,9,750587.10,24590,32,5,,"METROWEST INTERNAL MEDICINE, PC | DANIEL MUPPIDI | FRAMINGHAM PODIATRY INC | SHAPUR AMERI | EYE CENTER LLC | METROWEST EAR NOSE & THROAT ASSOC INC | WILLIAM ZIMMERMAN | JESSICA MEDOR | NELSON J. HUANG FAMILY DENTAL LLC",MARINA ESTRIN | DONALD ADAMS | WILLIAM ZIMMERMAN | NELSON HUANG | MONA BHAN
1034,10 RESEARCH PL,NORTH CHELMSFORD,018632439,9,750236.11,18900,22,5,,"PETER ROMAN | VASCULAR ASSOCIATES OF THE MERRIMACK VALLEY PC | LAWRENCE JOHNSON | KEVIN MALONE DO PC | KEVIN MALONE | KWENDE SMITH | KEVIN TOMANY MD PC | LAWRENCE P JOHNSON, MD PC | PETER D. ROMAN, MD, PC",KEVIN TOMANY | PETER ROMAN | KEVIN MALONE | PAUL BURKE | LAWRENCE JOHNSON
1035,9 BROADWAY,BEVERLY,01915,2,749588.91,13776,18,2,,DR ELI DAVIDYAN DMD PC | DAVIDYAN DENTAL PC,IDAN DAVIDYAN | ELI DAVIDYAN
1036,344 MAIN ST,FITCHBURG,014208007,3,744565.49,4326,6,2,,COUNSELING CONCEPTS | SHEILA LEGRAND | SHEELA BEHAVIORAL CONSULTING LLC,SHEELA TALLAMRAJU | SARA MELANSON
1037,125 LIBERTY ST STE 403,SPRINGFIELD,011031109,2,744093.09,14128,11,1,YES,PETER T DEMOS MD dba <UNAVAIL> | CASSANDRA AYRE,MICHAEL DEMOS
1038,1 N MAIN ST,MANSFIELD,020482227,2,743624.93,24004,6,1,YES,BAY EYE CENTER PC dba <UNAVAIL> | DONNA ZHANG,TIMOTHY LYNCH
1039,440 SWANSEA MALL DR,SWANSEA,02777,3,739018.41,9434,8,1,YES,KERRY TAVEIRA | EAST BAY SURGERY CENTER LLC | NICOLE SAIKALI,KRIS MINEAU
1040,241 KING ST STE 220,NORTHAMPTON,010602344,2,737896.14,4056,17,2,,WAYNE SHIM DMD LLC dba <UNAVAIL> | MY DENTAL STUDIO PLLC,WAYNE SHIM | MUHAMMAD YOUSUF
1041,98 NAHANT ST,LYNN,019023315,2,737211.72,48600,27,1,YES,"SANPHY PODIATRY GROUP, INC. | LAUREN FISHER",MARK SANPHY
1042,"33 BARTLETT STREET, SUITE 305",LOWELL,01852,2,727972.10,18448,28,0,,LISA ORLANDO | MICHAEL FISCHER,
1043,1500 BOSTON PROVIDENCE TPKE STE 20,NORWOOD,020624649,4,727528.97,8856,7,0,,UJALA FAWAD | USAMA FEROZE | EKATERINA FILATOV | JENNIFER KANIA,
1044,252 TREMONT ST,BOSTON,021165603,3,727527.32,24769,24,1,YES,YUN LAM | MARIA GORBOVITSKY | MARIA L GORBOVITSKY MD PC,MARIA GORBOVITSKY
1045,149 MAIN ST,WATERTOWN,024724410,2,726058.45,8682,9,2,,TOWN OF WATERTOWN dba <UNAVAIL> | CITY OF WATERTOWN dba <UNAVAIL>,RYAN NICHOLSON | ABBEY MYERS
1046,60 CHERRY ST,PLYMOUTH,023604466,2,725810.20,595,2,1,YES,"ANCHOR HOUSE, INC. | GEORGE AFFONSO",ROBERT GERMAN
1047,390 MAIN ST,WORCESTER,016082583,3,725687.19,9193,13,1,YES,ADEKUNLE FAJANA | ASSOCIATION OF INDEPENDENT PSYCHOLOGISTS | PINAMAN GYIMAH - AFFRAM,RICHARD ABELLI
1048,300 CONGRESS STREET,QUINCY,02169,6,724603.32,17580,26,3,,"NICOLAS SALIBA | EDWARD RAO | STEPHEN WERTH | NIELSEN EYE CENTER, INC. | ASSOCIATES OF SOUTH SHORE DERMATOLOGY LLC | UNITED PROSTHETICS INC",MARY MARTINO | STEPHEN WERTH | STEVEN NIELSEN
1049,26 HARVARD ST,WORCESTER,016092833,2,720933.69,2680,12,2,,"WORCESTER HEALTH GROUP, LLC dba <UNAVAIL> | LUTHERAN HOUSING CORPORATION - BROCKTON dba <UNAVAIL>",PATRICK SHEEHAN | ANGELA BOVILL
1050,850 HIGH ST,HOLYOKE,010403739,3,719714.58,11270,10,2,,"VALLEY CHIROPRACTIC & REHABILITATION, LLC | VALLEY CHIROPRACTIC & REHABILITATION, LLC | VICTORY HOME HEALTHCARE, INC.",JACOB WAAH | SCOTT STOROZUK
1051,15 PARKMAN ST,BOSTON,021143117,9,716514.63,9331,13,0,,LYNN BLACK | RANDALL ZUSMAN | FAROUK PIRZADA | JATINDER GILL | ELIZABETH DAVIS | WILLIAM BUTLER | SUZANNE RUSSELL-CURTIS | SAYRE CIRIELLO | CATHERINE MOORE,
1052,865 MERRIAM AVE,LEOMINSTER,01453,3,715421.36,9188,20,1,YES,THOMAS MAHER | CELIA HUANG | TWIN CITY DENTAL CARE LLC,CELIA HUANG
1053,296 OLD OAK ST,PEMBROKE,023591981,3,714877.30,11463,14,2,,KATHERINE WERNER | CONVENIENTMD LLC | CONVENIENTMD - FFS UC LLC,GARETH DICKENS | JAROD BOISSONNEAULT
1054,101 SULLIVAN DR,FALL RIVER,027216812,3,712772.93,17204,5,0,,JOSEPH SPIRITO | ROBIN DURGIN-KING | MARY GONCALO,
1055,151 ASHLAND ST,NORTH ADAMS,01247,4,712590.57,23693,7,1,YES,"THOMAS MASELLI | KATIE FIELD | TANZMAN, MASELLI & ASSOCIATES, P.C. | TIMOTHY MASELLI",THOMAS MASELLI
1056,416 BELMONT ST,WORCESTER,016041086,2,711737.00,74172,49,2,,"WORCESTER INTERNAL MEDICINE, INC. | GLOBAL COMMUNITY COMPREHENSIVE PSYCHIATRIC CARE",LUCY MUIGAI | THOMAS PATNAUDE
1057,91 MONTVALE AVE,STONEHAM,021803623,2,707051.17,3083,3,2,,"COMMONWEALTH SURGICAL ASSOCIATES PC | NORTH SHORE CATARACT AND LASER CENTER, LLC",KENNETH CAMEROTA | KELLY YANNALFO
1058,1177 BOSTON PROVIDENCE TPKE,NORWOOD,020625019,10,702247.15,8952,26,0,,SCOTT PERMAN | DEBORAH JONAS | NEIL BIRNBAUM | NAILA WAHID | JANE FOGG | MICHELE COVIELLO | JOHN CHISHOLM | BRIEANNE MIDURA | DAVID DILDINE | MEGAN MCDERMOTT,
1059,200 SUTTON ST STE 140,NORTH ANDOVER,018451651,3,701735.31,12749,13,3,,"MERRIMACK VALLEY GASTROENTEROLOGY, PC | MERRIMACK VALLEY NEUROLOGY LLC | MERRIMACK VALLEY NEUROLOGY-LOWELL",STEVEN SMITH | FRANCIS MACMILLAN | VLADAN MILOSAVLJEVIC
1060,1047 BELMONT ST,WATERTOWN,02472,2,700431.40,18973,18,1,YES,CHARLES SEITZ | CHARLES M SEITZ DDS PC,CHARLES SEITZ
1061,370 BROADWAY,REVERE,021515016,2,700260.95,15033,22,2,,ALL DENTAL OF REVERE | REVERE DENTISTRY AND BRACES LLC,JOANNE TAVANO | ANDREY MAZO
1062,1985 MAIN ST,SPRINGFIELD,011031095,5,700226.97,15269,25,3,,JOSE AZOCAR | HANGER PROSTHETICS & ORTHOTICS EAST INC dba <UNAVAIL> | APEX HEALTHCARE SERVICES | GEOVANNI VAZQUEZ | KRAY PC dba <UNAVAIL>,GRACE ANGELINE | KAVITHA SATHYA | CHERYL RUMLEY
1063,250 WASHINGTON STREET,BOSTON,02108,2,700131.00,20185,8,1,YES,MELISSA LEITE | MASSACHUSETTS DEPARTMENT OF PUBLIC HEALTH dba <UNAVAIL>,CAROL WEISBERG
1064,288 GROVELAND STREET,HAVERHILL,01830,3,698200.03,23820,25,1,YES,"CAROLYN ROY-BORNSTEIN | TERENCE MORAN | ASSOCIATES IN ORTHOPEDICS, PC",BERNARD BRADY
1065,1 EATON PL,WORCESTER,016081232,2,695401.54,2579,4,1,YES,JAMES O'SHEA | IMAGING CONSULTANTS INC,TONI COOPER
1066,90 CAREW ST UNIT B,SPRINGFIELD,011043405,3,694139.61,14534,13,1,YES,KERRI ST. GEORGE | DAVID ROBERTSON | WESTERN MASSACHUSETTS ALLERGY LLC,DAVID ROBERTSON
1067,1504 N MAIN ST,PALMER,010691215,4,693987.17,38280,21,1,YES,KELLY AND VELAZQUEZ EYE CENTER PC | DENNIS DORANS | LEONARDO VELAZQUEZ | KELLY POULIOT,PETER KELLY
1068,1044 PARK ST,STOUGHTON,020723762,3,692217.81,12591,13,3,,"NSL BLUE HILLS LLC dba <UNAVAIL> | BEAR MT STOUGHTON LLC | STOUGHTON OPCO, LLC",JOHN WYNNE | WILLIAM SEGAL | HAYLEY WILLIAMS
1069,1 PEARL ST,BROCKTON,023012864,5,689272.40,83768,39,2,,"JEFFREY KLEIMAN | CHESTER HEDGEPETH | JOSEPH KAGAN | GASTROENTEROLOGY AFFILIATES OF SOUTHEASTERN MASSACHUSETTS, PC dba <UNAVAIL> | QUEST DIAGNOSTICS MASSACHUSETTS LLC",DAVID BETZ | JOEL SOLOMAN
1070,615 LEOMINSTER RD,LUNENBURG,014622013,5,686105.92,8746,2,1,YES,"PAMELA CAREY | CHRISTINE RANDLE | FLYING HIGH FARM, INC | SARAH CHAREST DUBOVSKY | LAUREN SHEA",CHRISTINE RANDLE
