PRIORITY,ADDRESS,CITY,ZIP,TOTAL MEDICAID $,NUM ENTITIES,WHY FLAGGED,ENTITY 1,ENTITY 1 $,PERSON IN CHARGE,PHONE,ENTITY 2,ENTITY 2 $,PERSON IN CHARGE,PHONE,ENTITY 3,ENTITY 3 $,PERSON IN CHARGE,PHONE,ALL ENTITIES,ALL PERSONS
P3 - MEDIUM-HIGH,35 PEARL ST,BROCKTON,2301,2601720,3,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 95117, 95165 | ONE PERSON RUNS ALL",ASTHMA & ALLERGY PHYSICIANS LLC,2589484,MARY LOU HANSEN (OFFICE MANAGER),(508) 584-6300,MICHAEL LAWRENCE,10469,,(508) 584-6300,MARK CLAUS,1767,,(508) 584-6300,ASTHMA & ALLERGY PHYSICIANS LLC /// MICHAEL LAWRENCE /// MARK CLAUS,MARY LOU HANSEN
P3 - MEDIUM-HIGH,439 MAIN ST,INDIAN ORCHARD,1151,2545917,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: D0140, D0150, D0274, D0330, D1120 | ONE PERSON RUNS ALL",ORCHARD FAMILY DENTAL LLC,2454570,SAMER TAHOUN (OWNER),(413) 543-1202,SHIKHA SOHAL,91348,,(617) 515-3635,,0,,,ORCHARD FAMILY DENTAL LLC /// SHIKHA SOHAL,SAMER TAHOUN
P3 - MEDIUM-HIGH,76 ACCORD PARK DR,NORWELL,2061,2542934,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 92507 | ONE PERSON RUNS ALL,"HEALTHPRO PEDIATRICS, LLC",2368288,TERRA SCOTT (SVP OUTPATIENT PEDIATRICS),(781) 923-0900,"HEALTHPRO PEDIATRICS, LLC",174645,TERRA SCOTT (SVP OUTPATIENT PEDIATRICS),(781) 923-0900,,0,,,"HEALTHPRO PEDIATRICS, LLC /// HEALTHPRO PEDIATRICS, LLC",TERRA SCOTT
P3 - MEDIUM-HIGH,15 BRAMBLEBUSH PARK,FALMOUTH,2540,2542750,3,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 81002, 87502, 90460, 96127, 99213 | ONE PERSON RUNS ALL",BRAMBLEBUSH PEDIATRICS LLP,1883408,GIANNINA TIERNEY (MANAGING PARTNER),(508) 548-6969,GIANNINA TIERNEY,355860,,(508) 548-6969,KIRA EDWARDS,303481,,(508) 548-6969,BRAMBLEBUSH PEDIATRICS LLP /// GIANNINA TIERNEY /// KIRA EDWARDS,GIANNINA TIERNEY
P3 - MEDIUM-HIGH,85 SOUTH ST,SOUTHBRIDGE,1550,2517926,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 82465, 85018, 90460, 99393, S0302 | ONE PERSON RUNS ALL","STURBRIDGE PROFESSIONAL SERVICES, P.C.",2344756,ANU PATHAK (DIRECTOR),(508) 765-2700,ANU PATHAK,173169,,(508) 765-2700,,0,,,"STURBRIDGE PROFESSIONAL SERVICES, P.C. /// ANU PATHAK",ANU PATHAK
P3 - MEDIUM-HIGH,75 STATE ST FL 26,BOSTON,2109,2469544,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 90834, 99201, 99212, 99213, 99422 | ONE PERSON RUNS ALL",ONLINE CARE GROUP PC,1762672,CYNTHIA HORNER (PRESIDENT),(617) 204-3500,ONLINE CARE NETWORK II PC,706872,CYNTHIA HORNER (PRESIDENT),(617) 204-3500,,0,,,ONLINE CARE GROUP PC /// ONLINE CARE NETWORK II PC,CYNTHIA HORNER
P3 - MEDIUM-HIGH,198 MASSACHUSETTS AVE,N ANDOVER,1845,2464354,3,SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 99213 | ONE PERSON RUNS ALL,"NEW ENGLAND EAR NOSE & THROAT/FACIAL PLASTIC SURGERY,P.C.",2463853,WILLIAM POSTAL (PRESIDENT),(978) 685-7550,PRERAK SHAH,262,,(978) 685-7550,YOOKYUNG SELIG,240,,(978) 685-7550,"NEW ENGLAND EAR NOSE & THROAT/FACIAL PLASTIC SURGERY,P.C. /// PRERAK SHAH /// YOOKYUNG SELIG",WILLIAM POSTAL
P3 - MEDIUM-HIGH,2 HOSPITAL DR,HOLYOKE,1040,2418911,4,SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 99213 | ONE PERSON RUNS ALL,"PIONEER VALLEY EYE ASSOCIATES, PC",2261426,KATHY MCAUSLAN (BILLING MANAGER),(413) 536-8670,KEVIN HULSEBERG,150294,,(413) 536-8670,KENNETH AQUILINO,4873,,(413) 536-8924,"PIONEER VALLEY EYE ASSOCIATES, PC /// KEVIN HULSEBERG /// KENNETH AQUILINO /// MORRIS LAINER",KATHY MCAUSLAN
P3 - MEDIUM-HIGH,1311 MAIN ST,BROCKTON,2301,2404219,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 90853 | ONE PERSON RUNS ALL,TEEN CHALLENGE NEW ENGLAND INC,2395164,JEROME POSEY (PROGRAM DIRECTOR),(508) 408-4378,JEROME POSEY,9054,,(508) 256-3236,,0,,,TEEN CHALLENGE NEW ENGLAND INC /// JEROME POSEY,JEROME POSEY
P3 - MEDIUM-HIGH,425 LAKE AVE N STE 101,WORCESTER,1605,2387266,7,SAME PERSON CONTROLS ALL ENTITIES | 7 ENTITIES AT ONE ADDRESS | OVER $1M BILLED | BILLING SAME CODES: 99213 | ONE PERSON RUNS ALL,"ADVANCED PSYCH SERVICES, LLC",2178763,ADAM OCH (CLINIC ADMINISTRATOR),(508) 753-3220,MOHAMAD OCH,147218,,(508) 753-3220,BRETTENEY HYPPOLITE,18803,,(508) 753-3220,"ADVANCED PSYCH SERVICES, LLC /// MOHAMAD OCH /// BRETTENEY HYPPOLITE /// ALYSSA FERLAND /// KIMBERLY LOVETT /// PATRICIA SENIOR /// ADVANCED PSYCH SERVICES, LLC",ADAM OCH
P3 - MEDIUM-HIGH,119 MASSACHUSETTS AVE,LUNENBURG,1462,2385916,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: D8080, D8670 | ONE PERSON RUNS ALL",MARTHA NEELY,1327920,,(978) 345-7988,WALKER ORTHODONTICS PC,1057996,JOHN WALKER (PRESIDENT/OWNER),(978) 345-7988,,0,,,MARTHA NEELY /// WALKER ORTHODONTICS PC,JOHN WALKER
P3 - MEDIUM-HIGH,12 CENTER ST,NORTHAMPTON,1060,2377000,3,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: D0140, D0150, D0272, D0274, D1120 | ONE PERSON RUNS ALL","ARCH DENTAL CARE, PC",1660926,NAYAKI CHIRUMAMILLA (PRESIDENT),(413) 585-5800,NARENDER DUDEE,373213,,(413) 585-5880,SURENDRA REDDY MANDAPATI,342861,,(413) 585-5880,"ARCH DENTAL CARE, PC /// NARENDER DUDEE /// SURENDRA REDDY MANDAPATI",NAYAKI CHIRUMAMILLA
P3 - MEDIUM-HIGH,500 LINCOLN ST,WORCESTER,1605,2375062,4,SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: S9083 | ONE PERSON RUNS ALL,"URGENT CARE CENTERS OF CENTRAL MASSACHUSETTS, LLC",2214725,MARCUS HAMPERS (CEO),(774) 420-2111,KLAJDI KOSOVRASTI,138136,,(774) 420-2111,ROBERT CARCONE,15075,,(774) 420-2111,"URGENT CARE CENTERS OF CENTRAL MASSACHUSETTS, LLC /// KLAJDI KOSOVRASTI /// ROBERT CARCONE /// MELISSA FOSTER",MARCUS HAMPERS
P3 - MEDIUM-HIGH,1370 DORCHESTER AVE # 32,DORCHESTER,2122,2366855,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: D0220, D0230 | ONE PERSON RUNS ALL",HOANG VU DENTAL CARE LLC,2362891,HOANGVU VO (DENTIST),(617) 320-3559,HOANGVU VO,3964,,(617) 320-3559,,0,,,HOANG VU DENTAL CARE LLC /// HOANGVU VO,HOANGVU VO
P3 - MEDIUM-HIGH,38 CENTRAL SQ,EAST BOSTON,2128,2333122,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: D0120, D0210, D0274, D1110, D1120 | ONE PERSON RUNS ALL",CENTRAL SQUARE SMILES,2311095,KUNAL BHALLA (DENTIST),(617) 569-3131,LAURA FUENTES,22027,,(617) 569-3131,,0,,,CENTRAL SQUARE SMILES /// LAURA FUENTES,KUNAL BHALLA
P3 - MEDIUM-HIGH,280 BEACH ST,REVERE,2151,2229759,4,SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 99213 | ONE PERSON RUNS ALL,JANET CHUA,1044581,,(781) 289-5057,LEONARD FIRER,899045,,(781) 289-5057,TLC PEDIATRICS PC,285152,JANET CHUA (PRESIDENT),(781) 289-5057,JANET CHUA /// LEONARD FIRER /// TLC PEDIATRICS PC /// STEVEN DAKOYANNIS,JANET CHUA
P3 - MEDIUM-HIGH,17 RESEARCH DRIVE,AMHERST,1002,2196843,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 99214 | ONE PERSON RUNS ALL,"KATHERINE J. ATKINSON, MD, PC",2187627,PIYUSH GUPTA (OWNER),(413) 549-8400,KATHERINE ATKINSON,9216,,(413) 549-8400,,0,,,"KATHERINE J. ATKINSON, MD, PC /// KATHERINE ATKINSON",PIYUSH GUPTA
P3 - MEDIUM-HIGH,754 CHESTNUT STREET,SPRINGFIELD,1107,2136092,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 85018, 90460, 99392, 99393, S0302 | ONE PERSON RUNS ALL",BHARATI REEJHSINGHANI,1075067,,(413) 734-4744,BHARATI REEJHSINGHANI MD,1061024,BHARATI REEJHSINGHANI (SOLE PROPRIETOR),(413) 734-4744,,0,,,BHARATI REEJHSINGHANI /// BHARATI REEJHSINGHANI MD,BHARATI REEJHSINGHANI
P3 - MEDIUM-HIGH,477 SOUTHWICK RD,WESTFIELD,1085,2134079,9,"SAME PERSON CONTROLS ALL ENTITIES | 9 ENTITIES AT ONE ADDRESS | OVER $1M BILLED | BILLING SAME CODES: 85018, 90460, 90461, 99000, 99393 | ONE PERSON RUNS ALL",AIMEE VELASCO,460094,,(413) 562-2813,"PEDIATRIC ASSOCIATES OF HAMPDEN COUNTY, INC.",411649,ROBERT PESKIN (PHYSICIAN),(413) 562-2813,MICHAEL FREEDMAN,273375,,(413) 562-5256,"AIMEE VELASCO /// PEDIATRIC ASSOCIATES OF HAMPDEN COUNTY, INC. /// MICHAEL FREEDMAN /// CONSUELO LEBLANC /// EVELYN JOHNSON /// ROBERT PESKIN /// BEATA PURI /// KATHRYN WARD /// CASSANDRA CANGIALOSI",ROBERT PESKIN
P3 - MEDIUM-HIGH,950 AMERICAN LEGION HWY,ROSLINDALE,2131,2132100,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: D0140, D0150, D0274, D1110, D1120 | ONE PERSON RUNS ALL",SMILEY DENTAL CARE,1489743,APARNA KHANNA (OWNER/ DIRECTOR),(857) 888-8000,MAULIKKUMAR PATEL,642357,,(857) 888-8000,,0,,,SMILEY DENTAL CARE /// MAULIKKUMAR PATEL,APARNA KHANNA
P3 - MEDIUM-HIGH,175 DWIGHT RD STE 103,LONGMEADOW,1106,2126735,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 90833, 99204, 99205, 99213, 99214 | ONE PERSON RUNS ALL","WESTERN MASSACHUSETTS PSYCHIATRIC SPECIALISTS, LLC",1511715,NICHOLAS TOBIN (PRESIDENT),(413) 266-8326,NICHOLAS TOBIN,615020,,(413) 266-8326,,0,,,"WESTERN MASSACHUSETTS PSYCHIATRIC SPECIALISTS, LLC /// NICHOLAS TOBIN",NICHOLAS TOBIN
P3 - MEDIUM-HIGH,33 ELECTRIC AVE STE 102,FITCHBURG,1420,2090361,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 64494, 64495, J1030, L0648, Q9966 | ONE PERSON RUNS ALL",PREMIER PAIN MANAGEMENT PLLC,1848273,OMAR QURESHI (PROVIDER),(978) 343-7246,OMAR QURESHI,242088,,(978) 343-7246,,0,,,PREMIER PAIN MANAGEMENT PLLC /// OMAR QURESHI,OMAR QURESHI
P3 - MEDIUM-HIGH,110 MOUNT WAYTE AVE,FRAMINGHAM,1702,2081576,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 83540, 83735, 84132, 84460, J0887 | ONE PERSON RUNS ALL","BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",1907777,BARRY BLANTON (VICE PRESIDENT),(508) 628-3801,"FRESENIUS MEDICAL CARE FRAMINGHAM, LLC",173800,BARRY BLANTON (VP),(508) 628-3806,,0,,,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC. /// FRESENIUS MEDICAL CARE FRAMINGHAM, LLC",BARRY BLANTON
P3 - MEDIUM-HIGH,100 CAMBRIDGE ST FL 14,BOSTON,2114,2076228,4,SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 90837 | ONE PERSON RUNS ALL,TRUST THERAPEUTICS LLC,1090027,LISA ROBINSON (LICENSED MENTAL HEALTH COUNSELOR),(413) 372-8572,LISA ROBINSON,623864,,(832) 744-2371,KRISTEN EL KHATTABI,357436,,(832) 744-2371,TRUST THERAPEUTICS LLC /// LISA ROBINSON /// KRISTEN EL KHATTABI /// JORDAN WILSON,LISA ROBINSON
P3 - MEDIUM-HIGH,11 CRESTWOOD ST,WORCESTER,1605,2036608,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: S5140 | ONE PERSON RUNS ALL,TOP AID HEALTHCARE,1994204,JOSEPHINE PUTU (DIRECTOR),(646) 379-2482,TOP AID HEALTHCARE,42404,JOSEPHINE PUTU (CEO),(646) 379-2482,,0,,,TOP AID HEALTHCARE /// TOP AID HEALTHCARE,JOSEPHINE PUTU
P3 - MEDIUM-HIGH,264 ELM STREET,NORTHAMPTON,1060,2029359,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: D0120, D0140, D0220, D1110 | ONE PERSON RUNS ALL",NORTHAMPTON PEDIATRIC DENTISTRY PC,2007644,AARON DEMAIO (PRESIDENT/OWNER),(413) 584-7773,BINCA WARREN,21715,,(413) 584-2902,,0,,,NORTHAMPTON PEDIATRIC DENTISTRY PC /// BINCA WARREN,AARON DEMAIO
P3 - MEDIUM-HIGH,101 AMESBURY ST,LAWRENCE,1840,2016497,3,SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 99214 | ONE PERSON RUNS ALL,LAWRENCE FAMILY DOCTORS LLC,1839283,JOEL GORN (MEDICAL DIRECTOR),(978) 688-1919,ERNESTO LOPEZ,162612,,(978) 975-1497,JOEL GORN,14602,,(978) 688-1919,LAWRENCE FAMILY DOCTORS LLC /// ERNESTO LOPEZ /// JOEL GORN,JOEL GORN
P3 - MEDIUM-HIGH,33 LINCOLN ST,WORCESTER,1605,2002323,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 92004, 92014, 92015, 92250, 99213 | ONE PERSON RUNS ALL",MEDICAL EYE CARE SERVICES PC,1929300,JEREMY MELTZER (PRESEDENT),(508) 757-4160,JEREMY MELTZER,73023,,(508) 757-4160,,0,,,MEDICAL EYE CARE SERVICES PC /// JEREMY MELTZER,JEREMY MELTZER
P3 - MEDIUM-HIGH,275 VARNUM AVE STE 204,LOWELL,1854,1985169,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 90460, 96110, S0302 | ONE PERSON RUNS ALL",CARDINAL PEDIATRICS PLLC,1975657,ELLYN ARIAS (PRACTICE MANAGER),(978) 452-1666,PURNIMA BARANWAL,9511,,(978) 452-1666,,0,,,CARDINAL PEDIATRICS PLLC /// PURNIMA BARANWAL,ELLYN ARIAS
P3 - MEDIUM-HIGH,231 SUTTON ST,NORTH ANDOVER,1845,1966617,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 99214 | ONE PERSON RUNS ALL,"NORTHEAST UROLOGIC SURGERY, PC",1965945,STEVEN PREVITE (PRESIDENT),(978) 686-3877,LIAM HURLEY,672,,(978) 686-3877,,0,,,"NORTHEAST UROLOGIC SURGERY, PC /// LIAM HURLEY",STEVEN PREVITE
P3 - MEDIUM-HIGH,589 S 1ST ST,NEW BEDFORD,2740,1965235,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 90834, 99213 | ONE PERSON RUNS ALL","SEVEN HILLS BEHAVIORAL HEALTH, INC.",1939685,TRACEY DEMELLO (MANAGING DIRECTOR),(508) 996-3147,CLAIRE CAYER,25551,,(508) 999-3126,,0,,,"SEVEN HILLS BEHAVIORAL HEALTH, INC. /// CLAIRE CAYER",TRACEY DEMELLO
P3 - MEDIUM-HIGH,387 COLUMBUS AVENUE EXT,PITTSFIELD,1201,1965030,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 81002, 90460, 96127, 99211, 99213 | ONE PERSON RUNS ALL","MICHAEL A. FABRIZIO M.D., P.C.",1265857,KATHLEEN FABRIZIO (MEDICAL PRACTICE ADMINISTRATOR),(413) 443-9629,MICHAEL FABRIZIO,699172,,(413) 443-9629,,0,,,"MICHAEL A. FABRIZIO M.D., P.C. /// MICHAEL FABRIZIO",KATHLEEN FABRIZIO
P3 - MEDIUM-HIGH,7 VILLAGE SQUARE,CHELMSFORD,1824,1963815,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 90460, 96110, 99213 | ONE PERSON RUNS ALL",CHELMSFORD PEDIATRICS,1960130,IRVING NEWMAN (SR PARTNER),(978) 256-4363,ERIC MEIKLE,3685,,(978) 256-4363,,0,,,CHELMSFORD PEDIATRICS /// ERIC MEIKLE,IRVING NEWMAN
P3 - MEDIUM-HIGH,701 BROADWAY,SOMERVILLE,2144,1946535,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: D0120, D0140, D0150, D1110, D1120 | ONE PERSON RUNS ALL",YUAN-CHEN LANG,1742843,,(617) 623-1656,ALPHA DENTAL SOMERVILLE,203692,LAILA PASHA (PRESIDENT),(617) 625-8500,,0,,,YUAN-CHEN LANG /// ALPHA DENTAL SOMERVILLE,LAILA PASHA
P3 - MEDIUM-HIGH,2 BRAMBLEBUSH PARK,FALMOUTH,2540,1940352,3,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 87635, 87880, 90460, 90461, 99393 | ONE PERSON RUNS ALL",FALMOUTH PEDIATRIC ASSOCIATES,1039668,PETER LIND (MEDICAL PHYSICIAN),(508) 540-1801,PETER LIND,479284,,(508) 540-1801,GREGORY PARKINSON,421399,,(508) 540-1801,FALMOUTH PEDIATRIC ASSOCIATES /// PETER LIND /// GREGORY PARKINSON,PETER LIND
P3 - MEDIUM-HIGH,606 SUMNER AVE,SPRINGFIELD,1108,1913900,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: D0150 | ONE PERSON RUNS ALL,DR SUNIT JAIN INC,1913420,SUNIT JAIN (DIRECTOR),(413) 799-9330,JUHI PATEL,480,,(413) 216-5262,,0,,,DR SUNIT JAIN INC /// JUHI PATEL,SUNIT JAIN
P3 - MEDIUM-HIGH,119 COGGESHALL ST,NEW BEDFORD,2746,1895376,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 87635, G2023, S9083 | ONE PERSON RUNS ALL","AFC PHYSICIANS OF MASSACHUSETTS, PC",1847550,JAMES BRENNAN (PRESIDENT),(508) 990-1900,ERIC BUSBY,47826,,(508) 990-1900,,0,,,"AFC PHYSICIANS OF MASSACHUSETTS, PC /// ERIC BUSBY",JAMES BRENNAN
P3 - MEDIUM-HIGH,77 WARREN ST BLDG 2,BRIGHTON,2135,1879441,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 90791, 96132, 96133, 96138, 96139 | ONE PERSON RUNS ALL",IRENE PIRYATINSKY,1049017,,(617) 383-7804,NEUROPSYCHOLOGICAL ASSESSMENT CLINIC INC,830425,IRENE PIRYATINSKY (PRESIDENT),(617) 981-7916,,0,,,IRENE PIRYATINSKY /// NEUROPSYCHOLOGICAL ASSESSMENT CLINIC INC,IRENE PIRYATINSKY
P3 - MEDIUM-HIGH,24 MORRILL PLACE,AMESBURY,1913,1877712,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 99213, 99214 | ONE PERSON RUNS ALL","AMESBURY PSYCHOLOGICAL CENTER, INC",1849482,JOHN NESTOR (PRESIDENT),(978) 388-5700,STEPHEN SCHISSEL,28230,,(978) 388-5050,,0,,,"AMESBURY PSYCHOLOGICAL CENTER, INC /// STEPHEN SCHISSEL",JOHN NESTOR
P3 - MEDIUM-HIGH,520 LOCUST ST,FALL RIVER,2720,1875978,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 90837 | ONE PERSON RUNS ALL,SOLID GROUND PSYCHOTHERAPY ASSOCIATES INC.,1858770,KARLIE CESARINI (CLINICIAN),(508) 679-4333,REBECCA TAYLOR,17208,,(508) 679-4333,,0,,,SOLID GROUND PSYCHOTHERAPY ASSOCIATES INC. /// REBECCA TAYLOR,KARLIE CESARINI
P3 - MEDIUM-HIGH,1907 WILBRAHAM RD,SPRINGFIELD,1129,1791078,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 92004, 92012, 92014, 92015, 92250 | ONE PERSON RUNS ALL",DAVID QUARTZ,1775367,,(413) 796-7570,QUARTZ EYE CARE LLC,15710,DAVID QUARTZ (OWNER),(413) 796-7570,,0,,,DAVID QUARTZ /// QUARTZ EYE CARE LLC,DAVID QUARTZ
P3 - MEDIUM-HIGH,303 N MAIN ST,ATTLEBORO,2703,1777768,5,"SAME PERSON CONTROLS ALL ENTITIES | 5 ENTITIES AT ONE ADDRESS | OVER $1M BILLED | BILLING SAME CODES: 90460, 99213, 99392, 99393, S0302 | ONE PERSON RUNS ALL",STURDY HEALTH INC,1062316,AMY PFEFFER (CFO),(508) 236-0115,BRADFORD GERMAIN,261955,,(508) 222-3960,SHAZIA LATIF,237770,,(508) 222-2086,STURDY HEALTH INC /// BRADFORD GERMAIN /// SHAZIA LATIF /// CRYSTAL RAINVILLE /// ELIZABETH ROGERS,AMY PFEFFER
P3 - MEDIUM-HIGH,6 STATE RD,DANVERS,1923,1747231,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: D0150, D0272, D0330, D1120, D2150 | ONE PERSON RUNS ALL","PEDIATRIC DENTISTRY OF THE NORTH SHORE,LLC",1461611,NICHOLAS SENZAMICI (DENTIST),(978) 777-3744,"PEDIATRIC DENTISTRY & ORTHODONTICS OF THE NORTH SHORE, LLC",285621,NICHOLAS SENZAMICI (DENTIST),(978) 777-3744,,0,,,"PEDIATRIC DENTISTRY OF THE NORTH SHORE,LLC /// PEDIATRIC DENTISTRY & ORTHODONTICS OF THE NORTH SHORE, LLC",NICHOLAS SENZAMICI
P3 - MEDIUM-HIGH,99 CHURCH ST,LOWELL,1852,1720173,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 90834 | ONE PERSON RUNS ALL,"MENTAL HEALTH ASSOCIATION OF GREATER LOWELL, INC",1713386,ALBERT SCOTT (EXECUTIVE DIRECTOR),(978) 458-6282,SARA GRAVATT-WIMSATT,6787,,(978) 458-6282,,0,,,"MENTAL HEALTH ASSOCIATION OF GREATER LOWELL, INC /// SARA GRAVATT-WIMSATT",ALBERT SCOTT
P3 - MEDIUM-HIGH,13 LAKESHORE RD,PEABODY,1960,1705780,3,SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: H0001 | ONE PERSON RUNS ALL,BRIAN GWOZDZ,1519740,,(413) 519-4237,RACHEL PEZZUTO,141684,,(781) 296-0467,RJ RECOVERY LLC,44356,RACHEL PEZZUTO (CEO),(781) 296-0467,BRIAN GWOZDZ /// RACHEL PEZZUTO /// RJ RECOVERY LLC,RACHEL PEZZUTO
P3 - MEDIUM-HIGH,1324 BELMONT ST STE 105,BROCKTON,2301,1696279,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 99212, 99213, 99214 | ONE PERSON RUNS ALL",CEDAR HILL PEDIATRICS LLC,1553454,LAURA ROBERTSON (MANAGER),(508) 427-6000,SABINA KEIF,142825,,(508) 427-6000,,0,,,CEDAR HILL PEDIATRICS LLC /// SABINA KEIF,LAURA ROBERTSON
P3 - MEDIUM-HIGH,490 BOSTON POST RD,SUDBURY,1776,1694600,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 90471, 90686 | ONE PERSON RUNS ALL",RANDALL MCSHINE,1665651,,(978) 579-6018,MILL BROOK PEDIATRICS,28949,WILLIAM WIRTH (DOCTOR),(978) 443-0707,,0,,,RANDALL MCSHINE /// MILL BROOK PEDIATRICS,WILLIAM WIRTH
P3 - MEDIUM-HIGH,776 WESTERN AVE,LYNN,1905,1682705,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 87637, 87880, 99203, 99204, 99213 | ONE PERSON RUNS ALL",LYNN URGENT CARE LLC,1619393,NIRAVKUMAR PATEL (CO-MEDICAL DIRECTOR),(617) 893-9901,TARA STRANDWITZ,63311,,(781) 281-7081,,0,,,LYNN URGENT CARE LLC /// TARA STRANDWITZ,NIRAVKUMAR PATEL
P3 - MEDIUM-HIGH,87 NORTH MAIN STREET,LEOMINSTER,1453,1660406,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 81000, 87428, 90460, 99213, S3005 | ONE PERSON RUNS ALL",AUDREY TRACEY,846610,,(798) 534-8701,FAMILY MEDICAL & MATERNITY CARE PC,813796,AUDREY TRACEY (OWNER),(978) 534-8701,,0,,,AUDREY TRACEY /// FAMILY MEDICAL & MATERNITY CARE PC,AUDREY TRACEY
P3 - MEDIUM-HIGH,26 ESSEX ST,BOSTON,2111,1651417,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: D0140, D0150, D0330, D2332, D9110 | ONE PERSON RUNS ALL",BAO MIN YEE DMD PC OF BOSTON,1111601,BAO YEE (OWNER),(617) 542-6263,BAO YEE,539816,,(617) 542-6263,,0,,,BAO MIN YEE DMD PC OF BOSTON /// BAO YEE,BAO YEE
